Name,Status,Class,Gender,Race,Ability,Eyes,Strength,Intelligence,Attractiveness,Tech Skill,Cool,Credits,Credit Yield,Opened Vault,Rarity
Character #493,First Citizen,Club Owner,Male,Albino,None,Paranoid,10,33,59,79,77,588,Mid,True,512
Character #494,First Citizen,Nerd,Male,Human,None,Alien,42,39,50,52,99,438,Low,True,509
Character #495,First Citizen,Nerd,Female,Ape,Shield,Paranoid,87,53,86,41,82,435,Low,True,144
Character #496,First Citizen,Chef,Female,Human,None,Scar,94,34,98,11,25,442,Low,True,932
Character #497,First Citizen,Club Promoter,Female,Ape,Ghost Walk,Cyborg,33,30,73,79,64,437,Low,True,120
Character #498,First Citizen,Officer,Female,Human,None,Grumpy,79,82,55,78,99,444,Low,True,650
Character #499,First Citizen,Cyber Ninja,Male,Human,None,Focused,95,56,75,58,90,871,Mid,True,386
Character #500,First Citizen,Tech Runner,Male,Android,Dead Eye,Alien,86,48,20,13,20,581,Mid,True,384
Character #501,First Citizen,Assistant,Female,Android,None,Skeptical,81,84,29,66,24,296,Low,True,1355
Character #502,First Citizen,Builder,Male,Human,None,Tired,77,28,24,56,74,290,Low,True,1700
Character #503,First Citizen,Bartender,Female,Human,None,Suspicious,26,66,56,47,96,296,Low,False,1556
Character #504,First Citizen,Club Promoter,Male,Albino,None,Tired,25,35,18,45,27,436,Low,True,1133
Character #505,First Citizen,Punk,Male,Human,None,Focused,67,48,88,91,32,444,Low,True,751
Character #506,First Citizen,Chef,Female,Human,None,Skeptical,97,18,84,76,79,441,Low,True,566
Character #507,First Citizen,Cook,Female,Ghost,Athele,Alien,49,11,32,35,81,296,Low,True,106
Character #508,First Citizen,Worker,Female,Android,None,Tired,99,69,84,62,41,291,Low,True,865
Character #509,First Citizen,Chat Support,Male,Human,None,Tired,62,19,94,49,73,297,Low,True,1542
Character #510,First Citizen,Grunt,Male,Ape,Dead Eye,Grumpy,70,29,46,52,64,291,Low,True,400
Character #511,First Citizen,Cook,Female,Human,None,Scar,24,12,27,50,22,297,Low,False,2006
Character #512,First Citizen,Officer,Male,Human,None,Scar,55,92,86,86,97,443,Low,True,581
Character #513,First Citizen,Chat Support,Male,Human,None,Angry,44,18,29,28,73,290,Low,True,1965
Character #514,First Citizen,Cook,Male,Android,None,Sad,28,90,78,41,92,297,Low,True,1054
Character #515,First Citizen,Driver,Male,Human,None,Bloodshot,55,48,30,34,98,298,Low,True,1762
Character #516,First Citizen,Developer,Male,Human,None,Focused,61,82,86,85,87,438,Low,True,569
Character #517,First Citizen,Punk,Male,Human,None,Sad,61,17,35,49,79,439,Low,True,1217
Character #518,First Citizen,Worker,Female,Human,None,Grumpy,55,95,97,47,77,299,Low,True,931
Character #519,First Citizen,Worker,Male,Mutant,None,Suspicious,45,24,40,52,21,297,Low,True,1849
Character #520,First Citizen,Assistant,Male,Human,None,Demon Eyes,48,77,96,50,83,291,Low,True,332
Character #521,First Citizen,Mercenary,Male,Android,None,Bloodshot,24,64,39,23,28,587,Mid,True,1220
Character #522,First Citizen,Developer,Female,Android,None,Angry,83,57,16,96,95,441,Low,True,627
Character #523,First Citizen,Club Owner,Male,Human,None,Cyborg,60,51,65,96,52,581,Mid,True,444
Character #524,First Citizen,Driver,Male,Android,None,Scar,18,17,28,70,99,298,Low,True,1750
Character #525,First Citizen,Cook,Male,Mutant,None,Focused,32,23,72,14,73,291,Low,False,1702
Character #526,First Citizen,Tech Weapon Dealer,Female,Human,None,Alien,71,57,51,50,77,872,Mid,True,383
Character #527,First Citizen,Driver,Female,Android,None,Suspicious,88,25,53,22,50,293,Low,True,1749
Character #528,First Citizen,Driver,Female,Human,None,Demon Eyes,80,83,94,96,46,294,Low,True,314
Character #529,First Citizen,Builder,Female,Android,None,Cyborg,25,66,16,89,78,293,Low,True,816
Character #530,First Citizen,Developer,Female,Mutant,None,Sad,29,24,36,47,22,439,Low,True,1642
Character #531,First Citizen,Club Owner,Female,Human,None,Glowing,99,45,86,72,40,581,Mid,True,311
Character #532,First Citizen,Samurai,Female,Human,None,Bloodshot,12,75,34,66,66,580,Mid,True,934
Character #533,First Citizen,Chef,Female,Mutant,None,Demon Eyes,98,50,99,59,12,436,Low,True,242
Character #534,First Citizen,Grunt,Female,Human,None,Grumpy,54,36,75,71,37,296,Low,True,1625
Character #535,First Citizen,Club Promoter,Male,Mutant,None,Paranoid,58,87,92,68,96,441,Low,True,475
Character #536,First Citizen,Assistant,Male,Human,None,Robot,30,89,17,18,22,292,Low,True,1703
Character #537,First Citizen,Cyberstreet Trader,Female,Human,None,Bloodshot,70,97,50,19,24,585,Mid,True,1173
Character #538,First Citizen,Assistant,Female,Human,None,Focused,45,77,69,93,40,298,Low,True,1296
Character #539,First Citizen,Developer,Male,Human,None,Tired,58,59,86,25,38,437,Low,True,1168
Character #540,First Citizen,Nerd,Female,Ape,Revive,Grumpy,83,74,43,70,17,442,Low,True,125
Character #541,First Citizen,Market Whale,Female,Android,None,Bloodshot,95,76,70,75,86,1457,High,False,111
Character #542,First Citizen,Corporate,Female,Human,None,Grumpy,63,49,86,86,47,440,Low,True,615
Character #543,First Citizen,Cyber Ninja,Male,Human,None,Scar,97,78,70,54,75,876,Mid,True,385
Character #544,First Citizen,Builder,Male,Mutant,None,Focused,14,97,96,25,35,291,Low,True,1402
Character #545,First Citizen,Driver,Female,Human,None,Sad,68,72,55,56,71,295,Low,True,1407
Character #546,First Citizen,Worker,Male,Ape,Weapon Check,Tired,37,23,15,55,33,296,Low,True,424
Character #547,First Citizen,NFT Artist,Female,Ape,Dense,Angry,67,88,72,97,98,873,Mid,True,88
Character #548,First Citizen,Builder,Male,Human,None,Focused,82,72,19,25,60,292,Low,True,1727
Character #549,First Citizen,Grunt,Male,Human,None,Paranoid,34,96,25,10,54,298,Low,False,1892
Character #550,First Citizen,Cyberstreet Trader,Female,Human,None,Angry,27,46,22,32,34,589,Mid,False,1751
Character #551,First Citizen,Bartender,Male,Android,None,Grumpy,24,69,22,62,61,292,Low,True,1651
Character #552,First Citizen,Officer,Female,Android,None,Cyborg,94,38,18,35,97,439,Low,True,596
Character #553,First Citizen,Developer,Female,Human,Dense,Skeptical,90,45,15,19,43,439,Low,True,323
Character #554,First Citizen,Chef,Female,Human,None,Focused,82,38,88,21,94,438,Low,True,676
Character #555,First Citizen,Club Promoter,Male,Human,None,Angry,50,50,90,16,59,439,Low,True,1106
Character #556,First Citizen,Chat Support,Female,Human,None,Skeptical,13,30,14,44,24,297,Low,True,2015
Character #557,First Citizen,Samurai,Female,Albino,None,Paranoid,74,95,80,85,59,586,Mid,True,415
Character #558,First Citizen,Bartender,Female,Human,None,Grumpy,34,17,24,73,87,290,Low,True,1829
Character #559,First Citizen,Assistant,Female,Human,None,Robot,57,14,16,63,70,294,Low,True,1435
Character #560,First Citizen,Grunt,Male,Human,None,Paranoid,56,91,11,65,67,297,Low,True,1536
Character #561,First Citizen,Cyberstreet Trader,Female,Human,None,Paranoid,34,60,54,21,22,581,Mid,True,1607
Character #562,First Citizen,Tech Weapon Dealer,Female,Human,None,Sad,84,60,95,77,50,879,Mid,True,391
Character #563,First Citizen,Cook,Male,Human,None,Scar,33,85,61,12,50,295,Low,True,1785
Character #564,First Citizen,Assistant,Male,Ape,Weapon Check,Glowing,69,60,28,76,35,294,Low,True,167
Character #565,First Citizen,Scavenger,Female,Android,None,Sad,11,95,21,74,53,439,Low,True,745
Character #566,First Citizen,Architect,Female,Demon,Shield,Suspicious,99,91,98,98,82,879,Mid,True,38
Character #567,First Citizen,Corporate,Female,Android,None,Sad,61,33,90,98,88,440,Low,True,482
Character #568,First Citizen,Tech Runner,Female,Ape,Ghost Walk,Skeptical,17,23,72,33,29,582,Mid,True,162
Character #569,First Citizen,Driver,Female,Android,None,Grumpy,99,18,90,35,56,294,Low,True,1329
Character #570,First Citizen,Worker,Male,Human,None,Grumpy,41,68,41,71,68,299,Low,True,1446
Character #571,First Citizen,Tech Runner,Male,Android,None,Glowing,23,95,10,62,41,581,Mid,True,393
Character #572,First Citizen,Corporate,Female,Human,None,Tired,89,75,73,85,97,435,Low,True,452
Character #573,First Citizen,Mercenary,Female,Android,None,Alien,46,80,42,40,23,587,Mid,True,601
Character #574,First Citizen,Chat Support,Female,Human,None,Skeptical,44,10,26,22,60,294,Low,True,1999
Character #575,First Citizen,Builder,Female,Human,None,Suspicious,56,84,59,30,75,291,Low,True,1478
Character #576,First Citizen,Cyber Ninja,Male,Human,None,Demon Eyes,92,63,79,77,51,878,Mid,True,150
Character #577,First Citizen,Tech Runner,Male,Human,None,Angry,97,41,81,35,50,589,Mid,True,857
Character #578,First Citizen,Samurai,Female,Human,None,Bloodshot,89,86,54,58,87,584,Mid,True,507
Character #579,First Citizen,Assistant,Female,Human,None,Tired,21,69,82,69,52,297,Low,True,1490
Character #580,First Citizen,Punk,Male,Android,None,Bloodshot,36,31,63,68,20,437,Low,True,1192
Character #581,First Citizen,Samurai,Female,Albino,None,Tired,43,38,36,50,18,585,Mid,True,708
Character #582,First Citizen,Bartender,Male,Human,None,Alien,25,50,47,55,96,291,Low,True,1154
Character #583,First Citizen,Mercenary,Male,Human,None,Bloodshot,74,21,99,88,49,588,Mid,True,617
Character #584,First Citizen,Builder,Female,Android,None,Glowing,16,53,27,24,39,295,Low,True,484
Character #585,First Citizen,Grunt,Male,Android,None,Bloodshot,86,45,65,77,31,293,Low,True,1270
Character #586,First Citizen,Officer,Male,Albino,None,Suspicious,72,76,68,85,68,435,Low,True,473
Character #587,First Citizen,Grunt,Female,Human,None,Grumpy,53,66,84,49,55,295,Low,True,1403
Character #588,First Citizen,Corporate,Female,Human,None,Alien,66,35,55,64,75,439,Low,True,530
Character #589,First Citizen,Grunt,Female,Human,None,Grumpy,51,45,35,15,78,292,Low,True,1868
Character #590,First Citizen,Worker,Female,Mutant,None,Sad,20,53,39,68,87,296,Low,True,1347
Character #591,First Citizen,Samurai,Female,Mutant,None,Suspicious,63,81,55,41,65,589,Mid,True,552
Character #592,First Citizen,Cook,Female,Human,None,Focused,37,91,69,26,78,293,Low,True,1436
Character #593,First Citizen,Market Whale,Female,Human,None,Scar,71,89,82,84,80,1456,High,True,115
Character #594,First Citizen,Worker,Male,Human,None,Sad,70,84,55,79,30,297,Low,True,1288
Character #595,First Citizen,Assistant,Female,Human,None,Alien,99,61,33,85,91,297,Low,True,678
Character #596,First Citizen,Tech Runner,Female,Mutant,None,Paranoid,60,95,15,10,17,586,Mid,True,1262
Character #597,First Citizen,Cyber Ninja,Female,Human,None,Sad,50,79,78,85,96,872,Mid,False,380
Character #598,First Citizen,Assistant,Male,Human,Hard Gut,Suspicious,63,65,43,45,61,297,Low,True,301
Character #599,First Citizen,Worker,Male,Human,None,Skeptical,84,43,29,14,78,299,Low,True,1711
Character #600,First Citizen,Nerd,Male,Human,None,Sad,92,29,82,59,90,443,Low,True,520
Character #601,First Citizen,Club Owner,Male,Ape,Locksmith,Robot,18,47,32,43,56,588,Mid,True,199
Character #602,First Citizen,Developer,Female,Android,None,Skeptical,54,60,66,96,60,439,Low,True,688
Character #603,First Citizen,Samurai,Female,Human,None,Scar,18,18,86,25,94,586,Mid,True,974
Character #604,First Citizen,Chat Support,Male,Human,None,Robot,55,37,14,90,49,290,Low,True,1351
Character #605,First Citizen,Cook,Female,Human,None,Robot,31,82,43,36,29,297,Low,True,1413
Character #606,First Citizen,Chat Support,Male,Human,None,Alien,92,33,44,91,66,299,Low,True,915
Character #607,First Citizen,Grunt,Male,Human,None,Bloodshot,50,89,66,21,17,293,Low,False,1823
Character #608,First Citizen,Officer,Female,Ape,Weapon Check,Paranoid,40,76,97,65,99,442,Low,True,261
Character #609,First Citizen,Scavenger,Female,Human,None,Grumpy,89,65,25,31,80,435,Low,True,706
Character #610,First Citizen,Mercenary,Female,Human,None,Skeptical,54,77,72,53,80,585,Mid,True,583
Character #611,First Citizen,Cook,Male,Ape,Locksmith,Cyborg,37,82,78,19,62,297,Low,True,219
Character #612,First Citizen,Grunt,Male,Human,None,Grumpy,29,80,79,66,84,290,Low,True,1181
Character #613,First Citizen,Nerd,Female,Mutant,None,Angry,54,22,71,84,44,443,Low,True,578
Character #614,First Citizen,Architect,Female,Mutant,None,Grumpy,64,60,89,74,60,875,Mid,True,208
Character #615,First Citizen,Chat Support,Male,Human,None,Angry,54,81,56,17,61,296,Low,True,1699
Character #616,First Citizen,Cook,Female,Human,None,Skeptical,72,50,10,93,46,298,Low,True,1615
Character #617,First Citizen,Samurai,Male,Human,None,Scar,89,44,23,81,65,580,Mid,True,696
Character #618,First Citizen,Nerd,Male,Android,None,Scar,66,14,41,40,19,436,Low,True,1062
Character #619,First Citizen,Bartender,Male,Human,None,Focused,84,91,30,64,46,293,Low,True,1366
Character #620,First Citizen,Chef,Female,Human,None,Focused,43,41,84,98,81,437,Low,True,588
Character #621,First Citizen,Bartender,Male,Android,None,Alien,98,74,97,53,38,291,Low,False,607
Character #622,First Citizen,Driver,Male,Human,None,Angry,58,78,88,52,66,293,Low,True,1204
Character #623,First Citizen,Cook,Male,Android,None,Sad,28,53,73,11,69,290,Low,True,1680
Character #624,First Citizen,Punk,Female,Albino,None,Cyborg,31,34,55,17,93,441,Low,True,460
Character #625,First Citizen,Samurai,Male,Human,None,Sad,64,16,29,61,91,580,Mid,True,879
Character #626,First Citizen,Corporate,Female,Albino,None,Suspicious,42,68,32,63,39,436,Low,True,562
Character #627,First Citizen,Chef,Male,Human,None,Bloodshot,45,35,68,72,16,444,Low,True,1096
Character #628,First Citizen,Builder,Male,Android,None,Tired,21,71,52,26,66,298,Low,True,1660
Character #629,First Citizen,Bartender,Female,Human,None,Sad,87,43,61,36,65,298,Low,True,1545
Character #630,First Citizen,Nerd,Female,Human,None,Cyborg,17,65,54,86,67,444,Low,True,463
Character #631,First Citizen,Builder,Female,Human,None,Paranoid,13,52,88,59,68,291,Low,True,1603
Character #632,First Citizen,Bartender,Female,Mutant,None,Alien,53,74,15,36,32,296,Low,True,1297
Character #633,First Citizen,Developer,Male,Human,None,Skeptical,32,56,22,38,24,440,Low,True,1780
Character #634,First Citizen,Bartender,Male,Mutant,None,Tired,18,43,42,87,68,290,Low,True,1439
Character #635,First Citizen,Samurai,Female,Human,None,Paranoid,40,92,20,79,81,583,Mid,True,657
Character #636,First Citizen,Officer,Female,Ape,Weapon Check,Tired,26,11,10,79,40,441,Low,True,410
Character #637,First Citizen,Assassin,Female,Human,None,Grumpy,64,95,53,61,91,872,Mid,True,250
Character #638,First Citizen,Assistant,Female,Human,None,Sad,33,36,82,49,96,299,Low,True,1509
Character #639,First Citizen,Bartender,Male,Human,None,Scar,65,52,96,40,85,293,Low,True,1198
Character #640,First Citizen,Samurai,Male,Android,None,Scar,61,16,44,56,71,580,Mid,True,774
Character #641,First Citizen,Grunt,Female,Android,None,Robot,20,22,67,70,65,296,Low,True,1081
Character #642,First Citizen,Chat Support,Female,Human,None,Focused,74,20,91,80,81,292,Low,True,1229
Character #643,First Citizen,Scavenger,Male,Human,None,Focused,25,11,70,34,18,438,Low,True,1465
Character #644,First Citizen,Builder,Female,Human,None,Suspicious,78,16,91,96,55,293,Low,True,1248
Character #645,First Citizen,Driver,Female,Android,None,Cyborg,12,86,96,92,63,298,Low,True,577
Character #646,First Citizen,Tech Runner,Female,Android,None,Angry,91,28,66,12,60,581,Mid,True,954
Character #647,First Citizen,Chat Support,Female,Human,None,Angry,48,21,34,73,85,291,Low,True,1748
Character #648,First Citizen,Builder,Male,Human,None,Grumpy,71,94,84,21,19,294,Low,True,1525
Character #649,First Citizen,Grunt,Female,Human,None,Tired,40,79,91,70,68,298,Low,True,1116
Character #650,First Citizen,Driver,Female,Human,None,Scar,67,58,33,57,62,290,Low,True,1662
Character #651,First Citizen,Cyberstreet Trader,Male,Human,None,Suspicious,58,10,33,64,92,586,Mid,True,1184
Character #652,First Citizen,Driver,Female,Human,None,Skeptical,62,23,18,13,32,298,Low,True,2007
Character #653,First Citizen,Celebrity,Male,Demon,Dead Eye,Paranoid,90,86,87,93,87,1459,High,True,55
Character #654,First Citizen,Driver,Female,Human,None,Scar,47,53,25,19,13,291,Low,True,2000
Character #655,First Citizen,Worker,Female,Android,None,Bloodshot,52,90,39,45,73,290,Low,True,1227
Character #656,First Citizen,Scavenger,Female,Albino,None,Focused,11,93,22,38,69,441,Low,True,539
Character #657,First Citizen,Chef,Female,Human,None,Paranoid,68,69,27,22,62,444,Low,True,1019
Character #658,First Citizen,Chat Support,Male,Albino,None,Alien,21,51,21,94,96,292,Low,True,625
Character #659,First Citizen,Assistant,Male,Human,None,Alien,41,40,47,95,78,293,Low,True,984
Character #660,First Citizen,Tech Runner,Male,Android,None,Sad,28,83,64,92,66,588,Mid,True,645
Character #661,First Citizen,Builder,Female,Albino,None,Tired,15,99,59,43,20,292,Low,True,1115
Character #662,First Citizen,Samurai,Female,Android,Revive,Scar,56,44,27,42,79,584,Mid,True,142
Character #663,First Citizen,Bartender,Female,Mutant,None,Paranoid,34,84,63,76,34,299,Low,True,1230
Character #664,First Citizen,Worker,Male,Mutant,None,Bloodshot,33,41,30,64,45,294,Low,True,1697
Character #665,First Citizen,Driver,Male,Ape,Locksmith,Suspicious,47,36,43,22,70,298,Low,False,343
Character #666,First Citizen,Architect,Female,Mutant,None,Suspicious,60,80,51,66,75,877,Mid,True,225
Character #667,First Citizen,Mercenary,Female,Human,None,Tired,81,55,21,40,69,583,Mid,True,846
Character #668,First Citizen,Chef,Female,Human,None,Paranoid,82,66,25,45,99,438,Low,True,703
Character #669,First Citizen,Bartender,Male,Human,None,Paranoid,97,74,85,45,56,293,Low,True,1073
Character #670,First Citizen,Slayer,Male,Human,None,Focused,82,72,92,78,79,1452,High,True,68
Character #671,First Citizen,Cook,Female,Human,None,Grumpy,66,72,91,81,22,297,Low,True,1195
Character #672,First Citizen,Bartender,Male,Human,None,Scar,74,15,54,66,13,291,Low,True,1882
Character #673,First Citizen,Club Promoter,Male,Human,None,Robot,13,13,32,47,23,444,Low,True,1521
Character #674,First Citizen,NFT Artist,Male,Human,None,Suspicious,68,76,79,58,87,871,Mid,True,334
Character #675,First Citizen,Chat Support,Female,Human,None,Angry,63,35,21,78,77,290,Low,True,1675
Character #676,First Citizen,Punk,Male,Human,None,Scar,14,74,28,90,75,442,Low,False,963
Character #677,First Citizen,Chef,Female,Android,None,Bloodshot,79,52,38,26,13,442,Low,True,1094
Character #678,First Citizen,Club Owner,Female,Human,None,Robot,97,96,35,26,98,581,Mid,True,439
Character #679,First Citizen,Bartender,Female,Human,None,Tired,55,29,91,42,48,299,Low,True,1665
Character #680,First Citizen,Cook,Male,Android,None,Robot,70,73,77,80,88,298,Low,True,505
Character #681,First Citizen,Builder,Male,Android,None,Paranoid,40,16,47,59,73,297,Low,True,1686
Character #682,First Citizen,Cyberstreet Trader,Female,Mutant,None,Alien,62,46,25,53,93,581,Mid,True,550
Character #683,First Citizen,Developer,Female,Human,None,Skeptical,31,52,22,20,51,439,Low,True,1763
Character #684,First Citizen,Nerd,Male,Human,None,Scar,62,37,56,41,55,440,Low,True,845
Character #685,First Citizen,Bartender,Female,Android,None,Alien,49,46,17,95,94,291,Low,True,835
Character #686,First Citizen,Chat Support,Female,Android,None,Tired,11,93,49,48,85,298,Low,True,1422
Character #687,First Citizen,Developer,Female,Android,None,Skeptical,86,97,20,38,34,437,Low,True,956
Character #688,First Citizen,Cook,Male,Android,None,Paranoid,96,55,57,62,90,298,Low,True,880
Character #689,First Citizen,Scavenger,Female,Human,None,Skeptical,96,88,44,58,33,441,Low,True,604
Character #690,First Citizen,Developer,Male,Ape,Weapon Check,Bloodshot,70,66,78,33,33,444,Low,True,319
Character #691,First Citizen,Chat Support,Male,Mutant,None,Scar,12,48,38,23,37,297,Low,True,1956
Character #692,First Citizen,Corporate,Male,Mutant,None,Scar,52,29,66,72,20,440,Low,True,798
Character #693,First Citizen,Cook,Female,Albino,None,Suspicious,22,25,47,75,51,291,Low,True,1236
Character #694,First Citizen,Chat Support,Male,Human,None,Tired,51,66,39,56,44,293,Low,True,1781
Character #695,First Citizen,Slayer,Female,Mutant,None,Angry,78,84,76,82,98,1457,High,False,64
Character #696,First Citizen,Mercenary,Male,Human,None,Grumpy,71,13,74,74,42,586,Mid,True,794
Character #697,First Citizen,Cook,Male,Human,None,Grumpy,36,15,88,61,64,297,Low,True,1645
Character #698,First Citizen,Developer,Female,Android,None,Grumpy,81,80,27,91,63,439,Low,True,651
Character #699,First Citizen,Cyberstreet Trader,Male,Mutant,None,Grumpy,30,48,39,63,16,583,Mid,True,1254
Character #700,First Citizen,Builder,Male,Android,None,Robot,58,30,61,41,77,296,Low,True,959
Character #701,First Citizen,Builder,Male,Ape,Dead Eye,Skeptical,96,67,29,23,48,294,Low,True,399
Character #702,First Citizen,Punk,Male,Human,None,Focused,64,81,29,42,56,442,Low,True,1023
Character #703,First Citizen,Worker,Female,Android,None,Bloodshot,30,14,67,89,48,296,Low,True,1579
Character #704,First Citizen,Cook,Male,Albino,None,Scar,52,22,44,61,64,299,Low,True,1051
Character #705,First Citizen,Cook,Female,Human,None,Sad,63,25,47,79,80,298,Low,True,1507
Character #706,First Citizen,Assistant,Female,Android,None,Bloodshot,17,68,35,29,72,294,Low,True,1783
Character #707,First Citizen,Corporate,Female,Human,None,Alien,55,45,46,33,49,444,Low,True,742
Character #708,First Citizen,Cyberstreet Trader,Male,Android,None,Suspicious,83,25,57,20,56,582,Mid,False,1092
Character #709,First Citizen,Builder,Female,Human,None,Focused,62,84,89,53,27,292,Low,True,1371
Character #710,First Citizen,Assistant,Male,Human,None,Tired,29,97,61,47,19,294,Low,True,1719
Character #711,First Citizen,Driver,Male,Android,None,Focused,94,89,53,53,25,298,Low,True,1228
Character #712,First Citizen,Nerd,Male,Human,None,Grumpy,29,22,38,36,72,436,Low,True,1126
Character #713,First Citizen,Mercenary,Female,Human,None,Suspicious,86,29,44,82,23,580,Mid,True,890
Character #714,First Citizen,Corporate,Female,Human,None,Focused,54,66,61,83,58,438,Low,True,660
Character #715,First Citizen,Grunt,Male,Ape,Athele,Paranoid,49,44,79,64,95,299,Low,False,179
Character #716,First Citizen,Developer,Female,Mutant,None,Sad,25,66,87,68,41,439,Low,True,839
Character #717,First Citizen,Punk,Female,Mutant,None,Bloodshot,22,76,80,11,20,441,Low,True,1167
Character #718,First Citizen,Mercenary,Female,Human,None,Focused,86,58,69,55,91,584,Mid,True,534
Character #719,First Citizen,Slayer,Male,Human,None,Suspicious,78,71,88,75,70,1455,High,True,69
Character #720,First Citizen,Assistant,Male,Human,None,Paranoid,29,94,70,81,40,296,Low,True,1358
Character #721,First Citizen,Market Whale,Female,Human,None,Sad,73,84,83,70,84,1457,High,True,118
Character #722,First Citizen,Worker,Female,Human,None,Alien,35,41,56,98,65,290,Low,True,976
Character #723,First Citizen,Cook,Female,Android,None,Focused,46,89,31,49,60,290,Low,True,1416
Character #724,First Citizen,Chat Support,Female,Human,None,Focused,77,34,22,71,59,295,Low,True,1771
Character #725,First Citizen,Bartender,Male,Human,None,Grumpy,56,14,61,13,29,293,Low,True,1981
Character #726,First Citizen,Mercenary,Female,Android,None,Bloodshot,14,90,25,61,40,589,Mid,True,918
Character #727,First Citizen,Architect,Male,Android,None,Robot,88,56,55,81,86,870,Mid,True,173
Character #728,First Citizen,Cook,Male,Mutant,None,Robot,77,78,50,27,41,298,Low,True,825
Character #729,First Citizen,Tech Runner,Male,Ape,Athele,Paranoid,17,35,21,22,52,589,Mid,True,223
Character #730,First Citizen,Bartender,Male,Human,None,Scar,15,83,76,58,46,299,Low,True,1602
Character #731,First Citizen,Corporate,Male,Mutant,None,Glowing,77,89,65,76,83,436,Low,True,246
Character #732,First Citizen,Club Promoter,Female,Human,None,Suspicious,31,25,55,36,79,439,Low,True,1444
Character #733,First Citizen,Driver,Male,Android,None,Paranoid,32,50,64,37,98,291,Low,True,1469
Character #734,First Citizen,Market Whale,Female,Ape,Athele,Sad,95,98,90,76,88,1450,High,True,35
Character #735,First Citizen,Chat Support,Male,Human,None,Skeptical,16,87,56,68,56,298,Low,True,1640
Character #736,First Citizen,Driver,Male,Human,None,Grumpy,35,39,11,14,63,290,Low,True,1996
Character #737,First Citizen,Club Promoter,Female,Human,None,Suspicious,48,81,35,85,10,444,Low,True,1209
Character #738,First Citizen,Builder,Male,Android,None,Demon Eyes,23,62,32,16,36,293,Low,True,426
Character #739,First Citizen,Tech Weapon Dealer,Male,Human,None,Demon Eyes,92,88,77,91,90,875,Mid,True,132
Character #740,First Citizen,Corporate,Female,Ape,Weapon Check,Paranoid,43,19,16,35,73,441,Low,True,345
Character #741,First Citizen,Assistant,Female,Ghost,Ghost Walk,Angry,40,68,89,16,58,292,Low,True,82
Character #742,First Citizen,Tech Runner,Male,Human,None,Skeptical,57,43,34,45,70,581,Mid,True,1185
Character #743,First Citizen,CEO,Female,Demon,Dead Eye,Scar,98,92,87,93,88,1453,High,True,25
Character #744,First Citizen,Tech Weapon Dealer,Male,Android,None,Skeptical,91,63,52,55,57,874,Mid,True,404
Character #745,First Citizen,Chat Support,Female,Human,None,Alien,76,92,66,89,95,299,Low,True,556
Character #746,First Citizen,Chat Support,Male,Human,None,Paranoid,22,19,22,34,59,295,Low,True,2003
Character #747,First Citizen,Builder,Female,Android,None,Bloodshot,82,70,16,80,57,293,Low,True,1268
Character #748,First Citizen,Chef,Female,Human,None,Robot,55,80,94,19,96,443,Low,True,451
Character #749,First Citizen,Tech Runner,Female,Mutant,None,Focused,70,83,18,95,47,588,Mid,True,669
Character #750,First Citizen,Assistant,Female,Android,None,Laser Eyes,93,43,90,78,24,298,Low,False,9
Character #751,First Citizen,Punk,Female,Android,None,Sad,39,69,62,78,93,443,Low,True,602
Character #752,First Citizen,Chat Support,Male,Albino,None,Scar,50,68,40,78,34,290,Low,True,1003
Character #753,First Citizen,Celebrity,Female,Demon,Weapon Check,Sad,98,99,85,93,90,1454,High,True,46
Character #754,First Citizen,Punk,Female,Human,None,Suspicious,48,33,58,83,39,442,Low,True,1097
Character #755,First Citizen,Worker,Female,Albino,None,Paranoid,40,58,54,84,21,291,Low,True,964
Character #756,First Citizen,Cyberstreet Trader,Male,Human,None,Focused,70,38,25,97,67,586,Mid,True,929
Character #757,First Citizen,Chat Support,Male,Human,None,Scar,76,31,21,16,81,295,Low,True,1907
Character #758,First Citizen,Punk,Female,Human,None,Sad,45,37,43,97,85,441,Low,True,847
Character #759,First Citizen,Chat Support,Female,Android,None,Angry,22,71,52,43,12,297,Low,True,1886
Character #760,First Citizen,Chat Support,Female,Android,None,Alien,81,10,33,19,85,296,Low,True,1349
Character #761,First Citizen,Mercenary,Male,Mutant,None,Skeptical,30,28,43,13,46,585,Mid,True,1207
Character #762,First Citizen,Driver,Female,Human,None,Angry,63,99,50,87,85,295,Low,True,969
Character #763,First Citizen,CEO,Male,Demon,Dead Eye,Focused,80,80,87,82,88,1451,High,True,28
Character #764,First Citizen,Grunt,Female,Ape,Hard Gut,Paranoid,50,83,24,30,49,293,Low,True,260
Character #765,First Citizen,Chat Support,Female,Mutant,Weapon Check,Angry,39,98,29,12,74,298,Low,True,418
Character #766,First Citizen,Cook,Male,Human,None,Bloodshot,11,87,50,81,46,290,Low,True,1623
Character #767,First Citizen,Tech Runner,Female,Mutant,None,Glowing,87,70,31,64,95,584,Mid,True,307
Character #768,First Citizen,Cook,Male,Human,None,Scar,54,89,71,84,51,297,Low,True,1085
Character #769,First Citizen,Builder,Male,Human,None,Tired,89,79,77,41,67,298,Low,True,1076
Character #770,First Citizen,Driver,Female,Mutant,None,Bloodshot,34,41,16,10,56,298,Low,True,1963
Character #771,First Citizen,Grunt,Female,Ape,Weapon Check,Robot,24,48,95,70,86,295,Low,True,283
